neighbourhood_group,neighbourhood,room_type,price_per_night,minimum_nights_to_book,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Queens,Astoria,Private room,120,3,18,0.33,2,0
Manhattan,East Village,Entire home/apt,150,2,1,0.03,1,0
Manhattan,Chinatown,Private room,120,4,171,1.8,2,353
Queens,Kew Gardens Hills,Entire home/apt,86,1,52,0.79,1,53
Manhattan,Washington Heights,Private room,50,2,2,0.14,1,0
Queens,Woodhaven,Private room,35,3,14,0.83,2,0
Brooklyn,Williamsburg,Entire home/apt,180,2,5,0.47,1,0
Queens,Long Island City,Entire home/apt,105,2,19,0.41,1,0
Brooklyn,Williamsburg,Entire home/apt,159,3,14,0.3,1,31
Manhattan,Chelsea,Entire home/apt,235,3,1,1.0,1,196
Manhattan,Harlem,Private room,60,2,13,0.45,1,33
Manhattan,Morningside Heights,Private room,50,2,15,3.6,1,2
Bronx,Pelham Gardens,Entire home/apt,119,3,75,2.74,1,146
Manhattan,Harlem,Private room,58,1,17,0.31,2,289
Manhattan,East Village,Entire home/apt,120,6,46,1.75,1,40
Brooklyn,Bedford-Stuyvesant,Private room,50,7,10,0.25,3,243
Queens,Maspeth,Private room,46,1,1,0.03,1,0
Manhattan,Washington Heights,Private room,40,3,10,0.46,1,0
Manhattan,Upper West Side,Private room,135,7,8,0.82,1,363
Queens,Whitestone,Private room,65,1,14,4.77,2,5
Brooklyn,Bedford-Stuyvesant,Private room,89,1,25,10.56,3,160
Manhattan,Hell's Kitchen,Entire home/apt,260,2,14,4.24,1,212
Brooklyn,Bedford-Stuyvesant,Private room,27,1,68,2.88,3,112
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,115,2.61,1,243
Manhattan,Midtown,Entire home/apt,189,7,3,0.16,1,0
Bronx,Highbridge,Private room,45,1,138,1.45,3,323
Manhattan,Kips Bay,Private room,100,2,11,2.02,1,20
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,15,3.69,1,300
Manhattan,Lower East Side,Private room,150,1,2,0.04,3,0
Brooklyn,Williamsburg,Private room,75,2,11,1.56,2,0
Queens,Ridgewood,Private room,50,5,2,0.22,1,15
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,9,10,0.24,1,0
Queens,Sunnyside,Entire home/apt,95,14,5,0.26,1,0
Brooklyn,Sunset Park,Private room,55,2,7,0.58,1,0
Brooklyn,Fort Greene,Entire home/apt,115,2,4,0.44,1,95
Manhattan,Chinatown,Entire home/apt,250,2,15,0.63,1,0
Brooklyn,Kensington,Private room,56,1,6,0.88,1,0
Manhattan,Gramercy,Private room,87,3,3,0.06,1,0
Bronx,Clason Point,Entire home/apt,75,2,5,5.0,1,86
Brooklyn,Williamsburg,Entire home/apt,115,7,3,0.04,1,0
Queens,Ridgewood,Entire home/apt,100,2,1,0.04,1,0
Queens,Rego Park,Entire home/apt,109,2,68,4.02,1,54
Brooklyn,Fort Greene,Entire home/apt,142,6,2,0.04,1,0
Brooklyn,Clinton Hill,Private room,80,5,1,0.03,1,0
Brooklyn,Gowanus,Entire home/apt,104,4,10,0.73,1,98
Brooklyn,Sunset Park,Entire home/apt,90,2,108,3.52,1,144
Brooklyn,East Flatbush,Entire home/apt,65,3,238,2.3,1,2
Manhattan,Upper West Side,Entire home/apt,200,2,8,0.53,1,337
Brooklyn,Crown Heights,Private room,45,2,12,0.46,1,32
Manhattan,Upper East Side,Private room,113,1,7,0.23,1,0
Manhattan,Harlem,Private room,55,2,114,3.34,1,270
Manhattan,Harlem,Entire home/apt,125,10,10,0.64,1,0
Manhattan,Midtown,Private room,150,1,59,6.04,3,0
Manhattan,Chinatown,Entire home/apt,200,5,4,1.09,1,72
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,5,7,1.84,3,215
Brooklyn,Crown Heights,Entire home/apt,135,3,190,2.77,1,267
Brooklyn,Williamsburg,Entire home/apt,105,5,33,0.66,1,8
Brooklyn,Flatlands,Private room,45,1,9,0.26,1,189
Brooklyn,East Flatbush,Entire home/apt,149,2,24,2.11,1,145
Brooklyn,Greenpoint,Entire home/apt,275,5,77,1.89,2,6
Bronx,Concourse,Entire home/apt,102,2,24,2.76,2,288
Brooklyn,Bushwick,Private room,39,4,1,0.05,1,0
Manhattan,Hell's Kitchen,Private room,100,3,4,0.09,1,0
Manhattan,Chelsea,Entire home/apt,150,2,1,0.41,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,7,56,0.93,1,188
Manhattan,Washington Heights,Private room,65,5,3,0.1,1,179
Manhattan,East Village,Private room,70,2,5,0.14,1,0
Bronx,Concourse Village,Entire home/apt,150,4,6,0.32,1,346
Brooklyn,Brooklyn Heights,Entire home/apt,300,2,62,1.19,1,274
Brooklyn,Prospect-Lefferts Gardens,Private room,80,2,122,2.07,1,227
Brooklyn,Bushwick,Private room,85,1,1,0.12,1,177
Brooklyn,Carroll Gardens,Entire home/apt,109,4,6,0.12,1,0
Manhattan,Upper West Side,Private room,85,7,14,0.51,1,0
Brooklyn,Crown Heights,Entire home/apt,73,2,4,0.16,1,0
Brooklyn,Flatbush,Private room,45,1,9,1.72,1,129
Brooklyn,Downtown Brooklyn,Private room,61,2,8,0.21,2,0
Queens,Jamaica,Private room,80,1,129,5.19,3,180
Manhattan,Harlem,Private room,69,3,28,2.36,1,4
Brooklyn,Canarsie,Entire home/apt,90,5,23,1.7,1,293
Brooklyn,Bay Ridge,Entire home/apt,100,2,8,0.76,1,46
Brooklyn,Bushwick,Entire home/apt,95,2,40,3.32,1,0
Manhattan,West Village,Entire home/apt,225,3,1,0.02,1,0
Manhattan,East Village,Private room,74,1,2,0.05,2,188
Brooklyn,Sunset Park,Entire home/apt,150,5,1,0.09,1,0
Manhattan,Chinatown,Entire home/apt,200,2,9,0.18,1,0
Brooklyn,Bay Ridge,Private room,60,2,9,1.16,2,31
Brooklyn,Bedford-Stuyvesant,Private room,250,60,2,0.05,1,0
Brooklyn,Williamsburg,Entire home/apt,140,2,30,5.56,1,135
Brooklyn,Bedford-Stuyvesant,Private room,76,3,6,0.27,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,40,2,9,0.22,1,0
Queens,Ridgewood,Entire home/apt,130,7,2,0.03,1,0
Brooklyn,Williamsburg,Entire home/apt,180,2,6,0.14,1,0
Manhattan,West Village,Private room,90,1,4,1.26,1,330
Queens,East Elmhurst,Private room,75,1,33,4.63,3,81
Manhattan,East Harlem,Private room,50,14,1,0.08,1,0
Manhattan,SoHo,Private room,101,2,102,2.97,2,116
Queens,Astoria,Private room,60,2,35,2.67,1,204
Manhattan,West Village,Private room,99,12,60,1.6,1,0
Queens,East Elmhurst,Entire home/apt,275,3,96,1.9,1,333
Brooklyn,Bushwick,Shared room,42,2,5,0.67,1,0
Manhattan,Harlem,Private room,55,14,17,0.23,1,41
Queens,Woodside,Private room,45,1,53,5.39,1,45
Brooklyn,Crown Heights,Entire home/apt,85,3,5,0.64,1,0
Brooklyn,Park Slope,Entire home/apt,250,2,15,0.8,1,0
Brooklyn,Williamsburg,Entire home/apt,190,2,181,4.51,1,229
Manhattan,East Village,Entire home/apt,200,1,1,0.02,1,0
Queens,Jamaica,Private room,45,1,63,1.34,2,250
Manhattan,Washington Heights,Entire home/apt,200,2,1,0.02,1,0
Brooklyn,Williamsburg,Private room,274,3,3,0.31,1,0
Manhattan,Nolita,Private room,140,2,66,2.05,3,44
Brooklyn,Williamsburg,Private room,80,4,9,0.36,2,36
Manhattan,Upper West Side,Entire home/apt,200,4,4,0.07,1,0
Brooklyn,DUMBO,Entire home/apt,219,3,16,2.5,1,332
Manhattan,Midtown,Entire home/apt,160,30,1,0.16,2,0
Brooklyn,Williamsburg,Entire home/apt,210,3,1,1.0,1,254
Queens,Long Island City,Entire home/apt,82,5,2,0.03,1,0
Brooklyn,Greenpoint,Entire home/apt,136,2,13,1.32,1,3
Manhattan,NoHo,Entire home/apt,137,14,17,0.83,1,233
Queens,Laurelton,Entire home/apt,125,2,26,3.79,1,21
Brooklyn,Bushwick,Entire home/apt,198,30,3,2.65,2,114
Manhattan,Washington Heights,Private room,44,2,7,0.27,1,0
Brooklyn,Fort Greene,Private room,75,3,4,0.32,3,0
Brooklyn,Greenpoint,Entire home/apt,70,3,2,0.11,1,0
Brooklyn,Williamsburg,Private room,57,2,3,3.0,1,29
Brooklyn,Williamsburg,Private room,99,1,220,6.71,3,352
Brooklyn,Bushwick,Private room,75,2,46,0.94,3,256
Brooklyn,Bedford-Stuyvesant,Private room,50,30,15,1.36,1,179
Manhattan,Harlem,Private room,123,4,1,0.1,3,0
Brooklyn,Williamsburg,Entire home/apt,250,3,7,0.71,1,17
Manhattan,Upper East Side,Entire home/apt,150,3,13,4.24,1,61
Brooklyn,Bedford-Stuyvesant,Private room,95,1,21,1.48,2,260
Manhattan,Murray Hill,Shared room,150,3,17,1.17,1,14
Brooklyn,Bedford-Stuyvesant,Private room,150,3,1,0.09,1,179
Manhattan,Gramercy,Entire home/apt,185,1,80,1.16,1,0
Brooklyn,Cypress Hills,Entire home/apt,179,4,10,3.37,1,17
Brooklyn,Williamsburg,Private room,75,1,10,0.17,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,1,2,0.04,1,0
Manhattan,Upper West Side,Entire home/apt,105,1,24,0.97,1,0
Brooklyn,Williamsburg,Private room,65,6,3,0.07,1,0
Brooklyn,Fort Greene,Entire home/apt,209,2,3,2.37,1,79
Queens,Ozone Park,Entire home/apt,167,5,1,1.0,1,94
Brooklyn,Bedford-Stuyvesant,Private room,45,30,4,0.35,1,35
Manhattan,Harlem,Private room,100,1,4,0.15,1,365
Brooklyn,Greenpoint,Entire home/apt,120,30,3,0.53,1,209
Queens,Queens Village,Private room,55,2,7,0.76,2,155
Brooklyn,Flatbush,Entire home/apt,110,1,3,0.05,1,0
Brooklyn,Bushwick,Private room,72,3,1,0.05,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,137,2,99,2.76,1,221
Brooklyn,Williamsburg,Private room,55,1,87,3.72,3,24
Manhattan,Upper West Side,Entire home/apt,125,6,2,0.05,1,0
Bronx,Concourse,Entire home/apt,250,3,119,1.41,1,339
Brooklyn,Bedford-Stuyvesant,Entire home/apt,206,1,35,0.81,2,365
Brooklyn,Crown Heights,Private room,45,2,109,3.3,1,131
Brooklyn,Navy Yard,Entire home/apt,150,1,7,0.12,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,70,2,32,1.53,3,358
Manhattan,Lower East Side,Entire home/apt,140,1,14,4.2,1,9
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,185,2,30,4.59,1,281
Brooklyn,Park Slope,Private room,65,3,31,0.5,1,22
Manhattan,Chelsea,Private room,140,14,1,0.02,1,0
Manhattan,East Harlem,Entire home/apt,199,2,30,0.8,1,30
Brooklyn,Williamsburg,Entire home/apt,275,4,27,0.37,1,197
Brooklyn,Bushwick,Entire home/apt,249,6,2,1.3,2,161
Brooklyn,Bath Beach,Private room,50,4,24,1.69,2,311
Brooklyn,Williamsburg,Entire home/apt,150,1,191,3.97,1,290
Brooklyn,Prospect-Lefferts Gardens,Private room,75,2,61,3.26,3,265
Brooklyn,Bushwick,Private room,60,1,2,1.67,1,0
Brooklyn,Bedford-Stuyvesant,Private room,70,2,3,0.12,2,0
Manhattan,Hell's Kitchen,Private room,140,2,105,3.09,1,0
Brooklyn,Williamsburg,Private room,70,1,7,3.28,2,98
Brooklyn,Williamsburg,Entire home/apt,140,1,9,3.86,1,200
Brooklyn,Bedford-Stuyvesant,Private room,41,21,1,0.11,2,155
Queens,Astoria,Entire home/apt,250,14,2,0.32,1,341
Brooklyn,Downtown Brooklyn,Entire home/apt,133,3,2,0.15,1,0
Manhattan,Upper West Side,Entire home/apt,170,3,42,2.19,1,4
Brooklyn,Flatbush,Entire home/apt,95,3,24,1.25,1,277
Brooklyn,Crown Heights,Private room,55,2,6,0.86,1,89
Staten Island,St. George,Private room,58,3,93,2.1,1,279
Brooklyn,Williamsburg,Private room,60,1,53,1.52,3,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,77,2,51,3.1,1,5
Brooklyn,Park Slope,Entire home/apt,235,5,41,2.22,2,219
Queens,Jamaica,Entire home/apt,54,2,45,4.18,1,12
Manhattan,West Village,Entire home/apt,280,3,9,0.56,1,0
Brooklyn,Bedford-Stuyvesant,Private room,60,2,37,1.18,1,90
Brooklyn,Clinton Hill,Entire home/apt,188,3,146,2.93,2,135
Staten Island,West Brighton,Private room,49,2,32,1.14,3,315
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,200,2.62,1,303
Brooklyn,Williamsburg,Entire home/apt,150,2,11,0.14,1,364
Brooklyn,Bedford-Stuyvesant,Private room,53,1,59,1.9,1,188
Brooklyn,Brooklyn Heights,Private room,110,2,1,0.02,1,189
Staten Island,Prince's Bay,Entire home/apt,185,2,15,0.44,1,0
Brooklyn,Clinton Hill,Entire home/apt,130,1,9,0.16,1,0
Manhattan,Hell's Kitchen,Private room,125,1,45,1.13,1,322
Manhattan,Upper East Side,Private room,99,10,1,1.0,1,34
Brooklyn,Williamsburg,Entire home/apt,180,3,3,0.48,2,0
Brooklyn,Brighton Beach,Private room,45,1,1,1.0,1,39
Manhattan,East Village,Private room,125,2,16,0.37,1,18
Brooklyn,Williamsburg,Entire home/apt,175,2,5,0.12,1,0
Queens,Laurelton,Entire home/apt,175,2,6,0.97,2,317
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,3,22,3.07,1,16
Brooklyn,Flatbush,Entire home/apt,219,2,119,2.93,1,275
Queens,Springfield Gardens,Entire home/apt,185,2,30,2.9,1,146
Manhattan,East Village,Entire home/apt,150,3,107,2.16,1,99
Brooklyn,Bedford-Stuyvesant,Private room,109,3,19,1.37,3,360
Manhattan,Kips Bay,Private room,70,2,8,0.26,1,0
Brooklyn,Sheepshead Bay,Entire home/apt,50,30,3,0.08,1,0
Brooklyn,Bushwick,Private room,45,5,3,2.73,1,0
Brooklyn,Park Slope,Entire home/apt,142,4,41,0.58,1,151
Manhattan,East Harlem,Entire home/apt,100,2,6,0.14,1,0
Manhattan,Kips Bay,Entire home/apt,200,2,3,0.29,1,0
Manhattan,East Harlem,Private room,77,1,6,0.23,1,0
Brooklyn,Park Slope,Entire home/apt,165,4,41,1.63,1,170
Brooklyn,Bedford-Stuyvesant,Private room,70,1,5,1.97,1,0
Manhattan,Midtown,Private room,125,2,55,0.89,1,348
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,50,3.12,2,235
Brooklyn,East Flatbush,Entire home/apt,75,1,27,4.26,1,185
Queens,Long Island City,Private room,100,4,46,1.18,1,284
Manhattan,Harlem,Entire home/apt,150,2,13,0.28,1,362
Brooklyn,Williamsburg,Private room,99,2,9,1.16,2,46
Manhattan,Upper East Side,Entire home/apt,150,7,1,1.0,1,93
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,85,4,9,0.25,1,0
Manhattan,Harlem,Private room,60,2,119,3.82,1,198
Manhattan,Hell's Kitchen,Entire home/apt,98,30,4,0.14,1,0
Queens,Astoria,Private room,70,10,3,0.4,2,250
Queens,Astoria,Entire home/apt,150,7,1,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Private room,40,3,6,0.22,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,65,20,3,0.39,1,35
Manhattan,East Village,Entire home/apt,154,2,37,0.81,1,0
Brooklyn,South Slope,Entire home/apt,100,1,183,5.17,1,1
Bronx,Kingsbridge,Private room,75,2,11,0.2,1,365
Queens,St. Albans,Private room,67,1,12,4.74,3,365
Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,6,0.19,1,0
Manhattan,East Village,Private room,125,1,36,1.4,1,81
Manhattan,Upper West Side,Private room,250,6,1,0.08,1,55
Brooklyn,Williamsburg,Private room,60,7,2,0.11,1,0
Manhattan,East Village,Private room,83,2,1,0.04,2,0
Manhattan,Washington Heights,Private room,70,7,2,0.18,1,0
Queens,Astoria,Entire home/apt,135,5,18,0.47,1,363
Queens,Long Island City,Private room,55,7,39,0.48,1,46
Queens,Ridgewood,Private room,44,1,4,0.34,1,0
Manhattan,Chinatown,Entire home/apt,295,2,43,1.39,1,66
Brooklyn,Williamsburg,Entire home/apt,175,2,92,5.47,1,96
Manhattan,Lower East Side,Private room,80,1,11,0.85,1,0
Manhattan,Financial District,Private room,70,3,18,0.69,1,0
Manhattan,Financial District,Entire home/apt,249,3,4,4.0,1,86
Manhattan,Lower East Side,Entire home/apt,200,4,25,1.12,1,352
Brooklyn,Williamsburg,Entire home/apt,148,2,11,0.58,1,64
Brooklyn,Bushwick,Private room,54,1,1,0.04,2,0
Manhattan,Upper West Side,Entire home/apt,250,2,1,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Private room,35,3,2,2.0,1,20
Brooklyn,Park Slope,Entire home/apt,265,5,15,0.16,1,0
Manhattan,East Harlem,Entire home/apt,250,2,11,0.12,2,68
Brooklyn,Canarsie,Entire home/apt,167,2,102,4.27,1,294
Brooklyn,Kensington,Private room,45,2,4,0.13,1,0
Brooklyn,Williamsburg,Entire home/apt,200,30,53,0.6,1,0
Manhattan,Little Italy,Entire home/apt,160,2,6,0.12,1,0
Queens,Sunnyside,Entire home/apt,125,2,2,0.11,1,0
Manhattan,Lower East Side,Private room,120,3,66,1.27,2,295
Brooklyn,Williamsburg,Private room,70,3,3,0.16,1,0
Brooklyn,Williamsburg,Private room,67,30,3,0.43,3,23
Manhattan,Midtown,Entire home/apt,200,3,3,0.97,1,85
Manhattan,Upper West Side,Entire home/apt,200,5,3,0.49,1,0
Bronx,Westchester Square,Private room,50,3,6,1.62,2,27
Brooklyn,Cypress Hills,Entire home/apt,79,1,91,1.81,2,255
Queens,Woodside,Entire home/apt,100,3,8,0.55,1,0
Queens,Astoria,Entire home/apt,175,1,21,1.2,1,85
Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,5,6,0.33,2,5
Manhattan,Harlem,Private room,85,2,146,2.01,1,129
Staten Island,Tottenville,Entire home/apt,75,1,1,1.0,1,299
Brooklyn,Bedford-Stuyvesant,Private room,60,2,159,4.56,1,153
Queens,Queens Village,Entire home/apt,100,2,42,5.08,1,123
Brooklyn,Sunset Park,Private room,40,1,8,5.45,2,89
Queens,Long Island City,Private room,70,3,1,0.09,1,342
Brooklyn,Gowanus,Private room,95,30,1,0.09,2,311
Brooklyn,Bay Ridge,Entire home/apt,130,28,14,0.69,2,340
Brooklyn,Bushwick,Entire home/apt,150,2,41,2.78,3,0
Manhattan,Harlem,Entire home/apt,98,2,2,0.09,1,0
Brooklyn,Bushwick,Entire home/apt,230,2,2,2.0,1,274
Manhattan,Financial District,Entire home/apt,160,30,2,0.86,1,126
Brooklyn,Greenpoint,Entire home/apt,125,3,50,2.15,2,91
Manhattan,Harlem,Entire home/apt,159,1,5,1.72,2,44
Manhattan,Theater District,Entire home/apt,250,1,1,0.02,1,0
Brooklyn,Bushwick,Private room,46,1,7,2.04,1,130
Brooklyn,Bedford-Stuyvesant,Private room,40,1,5,0.12,1,0
Brooklyn,Canarsie,Private room,49,2,10,0.78,3,354
Manhattan,Two Bridges,Private room,97,1,30,5.84,3,174
Manhattan,Lower East Side,Entire home/apt,146,11,50,0.82,1,0
Brooklyn,Williamsburg,Entire home/apt,175,3,3,0.28,1,364
Brooklyn,Gravesend,Private room,79,1,2,0.08,1,0
Queens,St. Albans,Entire home/apt,85,2,59,2.69,1,36
Manhattan,Morningside Heights,Private room,60,1,1,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Private room,80,1,1,1.0,1,350
Manhattan,East Village,Private room,250,1,2,1.18,1,178
Brooklyn,Canarsie,Private room,45,1,7,7.0,1,68
Manhattan,Inwood,Entire home/apt,67,14,7,0.15,1,21
Brooklyn,Bedford-Stuyvesant,Private room,80,2,9,1.48,2,0
Manhattan,Harlem,Private room,50,4,64,3.31,2,162
Queens,Astoria,Private room,120,5,1,0.05,2,351
Brooklyn,Bushwick,Private room,80,1,1,0.16,1,0
Queens,Bayside,Private room,39,1,16,3.61,3,142
Brooklyn,Williamsburg,Entire home/apt,79,1,168,8.57,1,153
Brooklyn,South Slope,Entire home/apt,175,3,14,0.25,1,0
Manhattan,Upper East Side,Entire home/apt,92,4,179,3.14,1,245
Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,4,20,1.81,1,14
Manhattan,East Village,Entire home/apt,59,2,17,5.05,1,79
Brooklyn,Bushwick,Private room,35,1,1,0.03,1,0
Brooklyn,Gowanus,Entire home/apt,130,1,4,0.08,1,0
Manhattan,East Village,Entire home/apt,199,2,67,1.64,1,39
Manhattan,East Village,Private room,149,2,9,0.37,2,0
Brooklyn,Bedford-Stuyvesant,Private room,35,3,5,0.32,1,0
Manhattan,East Harlem,Entire home/apt,170,6,3,0.16,1,0
Queens,Ridgewood,Private room,75,3,8,0.22,1,81
Brooklyn,Greenpoint,Private room,150,4,5,0.24,3,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,3,163,1.96,2,218
Brooklyn,Crown Heights,Entire home/apt,130,2,10,1.95,2,96
Manhattan,Murray Hill,Entire home/apt,200,270,2,0.05,1,0
Manhattan,Upper East Side,Entire home/apt,200,1,15,0.69,3,351
Brooklyn,Bedford-Stuyvesant,Private room,71,2,23,0.22,1,91
Manhattan,Lower East Side,Private room,120,6,3,0.09,1,0
Manhattan,Financial District,Entire home/apt,205,2,8,0.16,1,0
Manhattan,Harlem,Private room,150,1,11,1.26,2,177
Brooklyn,Bedford-Stuyvesant,Private room,95,5,1,0.06,2,0
Brooklyn,South Slope,Entire home/apt,125,2,2,2.0,1,9
Manhattan,Harlem,Private room,149,3,16,0.59,1,333
Manhattan,Upper West Side,Private room,120,5,1,0.18,1,0
Brooklyn,Flatbush,Private room,115,2,5,0.13,2,358
Brooklyn,Flatbush,Entire home/apt,189,2,88,3.18,1,255
Queens,Long Island City,Private room,99,2,4,0.16,1,0
Brooklyn,Greenpoint,Entire home/apt,270,3,13,0.22,1,0
Bronx,Melrose,Entire home/apt,80,5,12,2.26,1,91
Brooklyn,Fort Greene,Private room,65,4,48,1.38,3,0
Manhattan,Battery Park City,Entire home/apt,200,1,4,0.16,1,0
Brooklyn,Vinegar Hill,Entire home/apt,275,1,1,0.13,1,0
Manhattan,SoHo,Entire home/apt,275,1,1,1.0,1,308
Manhattan,Harlem,Private room,85,5,8,0.29,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,18,3.94,3,299
Queens,Rockaway Beach,Entire home/apt,66,7,2,0.85,1,0
Manhattan,East Village,Entire home/apt,150,5,1,0.02,1,0
Queens,Forest Hills,Entire home/apt,69,2,1,0.06,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,25,1.55,1,65
Brooklyn,Flatbush,Private room,150,3,10,0.38,3,0
Manhattan,Hell's Kitchen,Entire home/apt,244,2,176,4.57,1,282
Brooklyn,Carroll Gardens,Entire home/apt,150,2,14,0.38,1,0
Manhattan,East Harlem,Entire home/apt,155,4,4,0.08,1,0
Manhattan,Washington Heights,Entire home/apt,200,1,2,0.04,1,0
Queens,Astoria,Private room,70,1,7,0.15,1,325
Queens,Corona,Entire home/apt,125,1,16,0.52,1,157
Manhattan,Morningside Heights,Entire home/apt,100,1,1,0.02,1,0
Queens,Springfield Gardens,Entire home/apt,101,1,32,4.4,1,135
Manhattan,Inwood,Private room,80,3,6,0.28,1,58
Brooklyn,Williamsburg,Private room,60,1,1,0.03,1,0
Queens,Ditmars Steinway,Entire home/apt,85,1,82,6.03,1,46
Brooklyn,Crown Heights,Private room,37,21,11,0.28,2,0
Brooklyn,Bushwick,Private room,45,2,5,1.55,1,9
Brooklyn,Williamsburg,Entire home/apt,99,5,5,0.81,1,0
Bronx,Mount Hope,Private room,30,2,14,3.28,1,176
Brooklyn,Williamsburg,Private room,57,3,1,0.04,1,0
Queens,Ridgewood,Private room,35,1,2,0.06,1,0
Queens,Astoria,Private room,48,20,2,0.91,3,0
Manhattan,Theater District,Entire home/apt,150,28,4,0.11,1,331
Manhattan,Hell's Kitchen,Entire home/apt,99,30,19,0.54,1,2
Manhattan,East Village,Entire home/apt,280,1,8,2.4,1,325
Manhattan,Gramercy,Entire home/apt,200,10,4,0.15,1,48
Manhattan,Harlem,Private room,51,1,1,1.0,1,45
Brooklyn,Windsor Terrace,Entire home/apt,130,2,5,0.15,2,0
Brooklyn,Boerum Hill,Private room,125,1,8,0.32,1,156
Manhattan,Washington Heights,Private room,70,1,23,0.87,1,138
Brooklyn,Williamsburg,Private room,64,3,47,0.77,1,282
Manhattan,Morningside Heights,Private room,75,2,20,0.33,1,29
Bronx,Fieldston,Private room,85,2,16,0.47,1,0
Brooklyn,Cypress Hills,Private room,99,2,67,4.59,2,295
Manhattan,East Harlem,Entire home/apt,105,4,8,0.5,1,0
Queens,Bayswater,Entire home/apt,230,1,3,0.33,2,310
Brooklyn,Fort Greene,Private room,77,1,7,1.84,2,364
Brooklyn,Williamsburg,Private room,66,3,4,0.18,1,0
Queens,Long Island City,Private room,110,2,14,4.57,1,112
Manhattan,East Harlem,Private room,60,3,40,2.11,2,78
Brooklyn,Cypress Hills,Entire home/apt,165,2,18,3.78,1,61
Manhattan,East Harlem,Private room,52,32,57,1.46,2,39
Brooklyn,Flatbush,Entire home/apt,150,4,18,1.57,1,52
Brooklyn,Brownsville,Private room,47,2,118,1.99,1,310
Queens,St. Albans,Entire home/apt,150,2,23,2.34,1,175
Manhattan,East Harlem,Entire home/apt,275,3,2,0.19,1,0
Manhattan,Upper East Side,Entire home/apt,125,1,21,1.44,1,25
Manhattan,Greenwich Village,Entire home/apt,300,4,5,0.48,1,0
Manhattan,Upper East Side,Entire home/apt,166,2,2,0.13,1,0
Brooklyn,Park Slope,Entire home/apt,150,7,47,0.96,1,291
Brooklyn,South Slope,Private room,84,2,11,0.2,3,87
Queens,Forest Hills,Entire home/apt,197,3,24,0.9,1,0
Manhattan,Washington Heights,Private room,150,2,3,0.15,1,365
Manhattan,Harlem,Entire home/apt,300,2,1,1.0,1,179
Brooklyn,Cypress Hills,Private room,45,3,6,0.78,1,6
